cleaned_text,Sarcastic
let me find me a nigga so i️ can duck off 😜,1
come and vote 3tkns 😜,1
aren’t all your passwords love69 😜,1
23rd birthday i’m going to the strip club 😜,1
ive reached purpuri nagar with chinggam sir just now in dream 😜,1
looks great except you need to turn bevo the right way 😜,1
3l3v3nth that domain is available for 1199 😜,1
4everleaffan i knew we could do it 😜,1
does this include me 😜,1
didn’t get to see who you picked or see you naked so watching it again 😜,1
hahahaha i would love to be a fly on the wall and hear the response 😜,1
is soooooo ridiculous i️ love it end game is good too biggggg reputationsssss 😜 taylorswifttixparty,1
day 1 ems conference 😜,1
there are some cute ones we’re gonna go to the zoo on wednesday 😜,1
can’t you afford any more airfares 😜,1
for cumlovers 💦💦💦 triplex 😜,1
goodmorning my jewel loveyouu xchari 😜,1
kushangel we in there 😜,1
when mr a sells the club send him into the jungle to chew on denis wise bollocks 😎,1
dont go shopping if you dont have the 🏀 skill 😜,1
just got loaded up before work lets see how many hrs i can hold it in for 😜,1
i know how to make the girls go crazy 😜,1
thats first thing id think to do when seeing that pole 😜,1
lucky ducks i mean turkeys 🦃🦃 😜,1
i slid into their dms and now we’re here 😜 beepbeep friendsgiving,1
habadu 🖤 ilysm and stay strong w ahem 😜 pero stay pretty and sweet rin and continue singing 💖,1
its never too early for a christmas video 😜,1
fuck sake 😢😢😢🤣🤣🤣 where do ya work 😜,1
jstephens27 bagans you bring that stalker of yours 😜,1
for free at that 😜,1
brilliant venue with brilliant bands natalie very loud and intimate 😜,1
leslie15 you got me bb 😜,1
wig i actually eat 10 and had some fish tacos 😜,1
indeed i was asking for more from comey 😜 i want him trolling trump every minute,1
ha nah they aren’t worth the time and energy 😜,1
happy birthday miss you bud good luck at state 😜 much love,1
let any bitch play crazy 😜 just know its on when i see you 😎💪 have that same energy,1
if it ain’t foreign than it’s boring 😜,1
going to lose to kentucky in the 2nd round again 😜,1
nobody needs to know but us 😜,1
don’t be jealous 😜,1
whats he got on pochettino 😡 you know vince is mad 😡 2corinthians46 lol 😂 true cuba people are hungry enough moore is to… carter same i’m not too good at consoling people 😕seriously why do people go on imaceleb when they are ‘terrified of snakes’ or spiders or whatever 😡pshite it’s a bond film 😡im sorry man 😕 the bastard must see justice he should rot in prison 😡 struggling to hold it together here so i am 😜 so class 😍 but how much is it 😜 no one asked 😂abeg im softer than a babys bum now 😂 accidently turned on pawllllllllllllllll where do these callers come from 😂 bless em wow talking about dreams 😍😍😍 well,1
hey you ok with this 😡i think i messed up my shoulder 😕25 needs to hurry tf up because i’m struggling 😭 i am in tears 😡 n anger to think our own government would sell us out how dare you… oooops slapped wrist for me very naughty indeed but you should know me by now i just be a good girl 😜 waste of good wine 😜 im sure i can find some mad hot alcohol recipe that i do like hot baileys springs to mindjflfun4us i’ll take a stroke 😜 agreed - this is ridiculous 😡crazy holiday shoppers on the roads already 😡all i want to do is nest but i cant unpack any of the baby stuff till we move to texas 😭our main event is ruined 😡 survivorseries kickoffcliff 1 so i remember you never did tell me what happened in that vestibuleyou have to tell me in a fortnight 😜5 ints this boy sucks 😂 hala hahahaahah thank you earth 😜 all that toxic masculinity is just too sexy 😂i feel sick 😕 i would be so hangry at amir khan 😡 imagine6dascension how could you have possibly gotten from that 😭bitches be smelling so good and burning okay candle 😭2planes shes not a fuckin dog 😡all this pain in me im holding back tears rn 😭just do me a favor and keep the kids home bc when this comes out its over 😕 that’s so true 😜bbgrl bed lol forgot the d 😜gonna study the 150 saturday at haydock bad ground due nice price winner please 😜 😂😂 at the exact same face 😭,1
almost 2k 😜 awesome 👏🏻,1
but what if people never grow up 😜,1
just thinkfrom someone married to a schultz 😜,1
it’s on you then 😜,1
youre a young thing 2 day hangovers are for oldies 😜,1
hey alexis 😜,1
happy birthday thanks for being the best cousin ever 😜 i searched for a good pic amp realized we need t…,1
stop it 😜 looks epic 🙏🙏🙏,1
merkel of germany having trouble “forming new gov with millions of new muslims try a sharia government 😜,1
i know right how how dumb do you have to be or evil which one is it it’s unbelievable believe me 😜,1
should i message you lol 😜,1
hey could you please donate to opfingersdrinks i have a website set up and everything just use your bank card 😜,1
key lime pie because what else are you supposed to get while in florida 😜,1
10 days until my b day 😜,1
im done 😜,1
old you mean like doo-doo face 2nd grade name calling if the shoe fits oldleft not 😜,1
👊🏻i wouldnt delete it either just a little reminder from the flat part of the country 😜,1
santotaco man this edit is better than supermans stache 😜 😂🙄,1
🤓 😜 used textbooks - save up to 90 🤓 😭 🙍 🙍 🙍 ⚰️ ⚰️ ⚰️ ❤ ❤ ❤ 6264313,1
you’re like quicksilver 😜,1
not in the ottawa areaweve had it before halloween before yay 😜,1
missliss me too and by her fake lashes 😉,1
80snerdynerd len i was just considering an extra kleenex but fair enough 😉,1
dont think they will get 2 spend it in prison 😜,1
and they still wouldnt let him retire with a pension 😜,1
lol love ❤️ it too des 🍩☕️👍🏻 never had that kind but sounds delish 😜,1
i wanna hit from the back 😜,1
my boss just spoke to me like shit 🤔 see how he likes it when i dont turn up on black friday 😜,1
ur tweets right on point 😜,1
nikki03 listeni’m ready to try anything 😜,1
stuck between a rock and grey ski beats a rock and a hard place 😜,1
i only had one day 😜,1
it’s the small steps literally 😜,1
i made this and i thought it looked pretty darn funny ok 😡704ft cause shes not black and her family just want a reason to hate shes brilliant in my eyes 😭i had a coupon for the fabric store it expired today what was i supposed to do 😜 snoopyandtheredbaron zelda… lady galadriels mind powers arent working for us 😜 do you have a screenshot rode 😂🤣😂🤣😂🤣😂😂🤣😂😂 you cant 😜 sickening isn’t it 😡about to order some interior car lights but part of me feels like that’s corny 😕foutmydms he used kraft singles 😕 i think i have thatjust the breathing part misophonia 😕but i️ just saw younever mind homie 😕 “catchpole are you both ok xxx” im always fine,1
haha we’re definitely sensitive given everything going on 😜,1
i gave you a little shout out in my red hood video for helping me with bolts 😜,1
more lies from a morally bankrupt politician 🦇 💩 😜,1
felix this is not it 😜,1
😜,1
ingin pharell or i kain fae id rather be 😜,1
meet the spartans derp 😜,1
i fuck with the plug 😜,1
i can make ya put’cha phone down 😜,1
hey j hope lovers i will be posting funny pics and memes of our favorite kpop idol i j hope youll like it just as much as i do 😜,1
6rx i’m having trouble mentally transitioning joined but might take me some time to adjust 😜,1
i want to get behind every bad gyal at islandsfever 😜,1
who in the hell do these judges think they are 😡2 years ago today my dumb ass thought itd be a great idea to enlist 😂 i’ve told you before i’m available 😜 you just need to invite me round he keeps saying “shake my hand” 😂bitch what are you talking about 😭i just need a freakin’ face mask 😡 come on now i was rooting for yall yesterday 😜all jeremy’s fault 😡 newsnight stats you mad 😡 too bad there wasnt more of that out in the woods when i was hunting 😡already looking like christmas at work lol 😂 thats terrible 😕 how about we make you happy with a new one check our deals nscopies of a song about how she used him as a getaway car and millions of people enjoying it for some reason 😕,1
amp we just bowled for free 😜,1
my boys gone wild 😜,1
im broadcasting now on mixer 😜,1
it goes down n the dm 😜,1
i got on the bus this morning and this evening for free and i still got enough money for tomorrow on my septa card its lit 😜,1
🤓 😜 used textbooks - save up to 90 🤓 😭 🙍 🙍 🙍 ⚰️ ⚰️ ⚰️ ❤ ❤ ❤ 7344462,1
its time so say good night or leave some greetings to the ones in other time zones 😜,1
im sure 😜,1
kik humpyhump i love women of all sizes if any lady wants to have some fun help me check some boxes 😜 kikme…,1
hes pretty fucking low on my list right now 😜,1
brandyorkshire 😜 unlocked 45” android 60 smartphone mobile cell phone 3g gsm 4 core dual sim ☹️…,1
forgot how good i looked as a blonde 😍💜 blondie back 😜,1
you could propabley be more edgeyer than 😜,1
im always pleased my dear hehe will always welcome more novelisations 😜 only if you have the time of course hehe,1
of yeah central florida is the worst area in state for those things florida the state built on a swamp 😜,1
keep lying to yourself sweetie 😂 bitch i don’t got time to play with no nigga 😭i really dont get no love from nobody 😕75 if she ain’t tryna bedazzled them hoesi’ll take 150 😘 i guess 😜 allformyprince thats fine he paying 😂8rin twt gucci boy 😍 my god 😭 so beautiful youre so talented 👏👏👏👏👏i want the opportunity to start my life over 😕 fix what i fucked up on 🤓 😜 used textbooks - save up to 90 🤓 😭 🙍 🙍 🙍 ⚰️ ⚰️ ⚰️ ❤ ❤ ❤ 6444252 😭 i keep starting amp slipping back into my shit ways ima do it now 💪🏾😂about to be a bomb ass wife someday 😭and im thinking about that pilot whale mamma 😭 if humans didnt exist imagine im feeling ok with not having m… let’s just be real here 😭 factsbateman kayla after watching that ride it inspired me to do the same 😜 8m tons of plastic 😡 exactly what are we doing to their world,1
llama21 hey guess what i love you more 😜,1
overall everything is okay here 😜 how bout you maam,1
bee you’re the best 😜,1
oh god not charlie rose 😕 you know im not anymore 😜 christians are humans just like every other homosapiens even iesu became angry 😡 so why cant we w… aboutsia hahahah represent my real me so well 😂 thank you i borrow your pic post 🙏😆 3am alarm so i can’t really say too much 😂,1
giggle 😜 so weird that dt refers to himself this way dumptrump voteblue,1
lol i kid 😜,1
yasss excited for apocon17 😜,1
you mean nothing is handed to people and having a real work ethic still exists 😜 valid point i wish t…,1
sweden do you mean this one 😂i hope twt and jackson get to meet up 😜2 missed calls from the jail phone 😂 wonder who’s calling me from vcj the republicans will be responsible for the ruination of our country truly sickening 😡bro my baby is growing too fast 😕haters wish i was still there 😜all i can think about is a doughnut with icing and mampms 😭 preferably like safeways in the 90s please 🙏🏻😂 wow a beamer for a prize 😜 please help me my deadline is today it would help a lot 😭 😊 💚 maybe an excuse to come back 😂hibs at tynecastle in the cup again,1
he looks like one of ur exs 😜,1
mmmmmm i just love me some him 😜 mancrushalldayeveryday blessed 💕,1
jokes on you cause i’m not in class rn 😜,1
you know what they say what happens when you assume right 😜,1
although it’s only for 1 second but thanks to his spy female costar 😜,1
yes you do lol we can go out and you can beat my face 😜,1
why’re you wearing underwear 😜,1
cumming 😜 freak eater699…,1
electoralcollege is still a culprit 😡 no no genuine chat 😂😂😂 thats an old picture 😂stacy i got it 😜frances in frances ha reminds me a lot about myself 😕are you kidding 😭 225am done study last minute bruh 😂amir genuinely doesn’t know where the fuck he is n now he’s showed he’s so scared he’s gunna get voted every week 😭heard the lost today that’suhmtoo bad 😕i know how to drive stick 😜£126 quid isnt really a lot man come on whats that joker playing at 😂 feldman that was pretty creative of you 😘 lmao 😜 they had it coming301mani boyy your tastebuds on another level 😂i been said this season was over when i saw how bad our o line was 😕35double0 right carmex 😂 use carmex3 interceptions in the first quarter 😂 who thought it was a good idea to bench tyrod taylori really hope they don’t only perform dna 😕xiv which is 6pm pt 😭,1
i luv doing my makeup cus i after i always look like a bad lil b 😜,1
everyone knows your bieber has reputation problems and selena is the one who saves him with their good reputation the ass 😜,1
you should also be grateful you are one of the very few people ill facetime/phone 😜,1
go shawty it’s your birthday we gon’ party like it’s your birthday 🎉 sike we already partied this weekend 😜 happ…,1
and a big team 😜,1
devil99 who wouldnt want a mouth full of tasty chocolate 😜,1
i will add you to my uber service schedule 😜,1
voltaire i’d forgotten that part of humanity 😜,1
how unlucky you are boy 😜,1
probably thinking about what is damon doing right now 😜,1
jones29 yo when you gonna be able to do this 😜,1
alexis alexis you’re not wrong lol i’m going to tx next week 😜,1
imaceleb is awesome who agrees 😜,1
first come first serve 😜,1
thanks for hanging out w the fam yesterday brotherit was fun kicking your ass 😜,1
happy tuesday 😜 had to cover my school tie 👌🏼 dolantwinsnewvideo dolantwinstuesday…,1
so basically to hit it further you need to swing faster and hit it in the sweet spot learn something new every day 😜,1
have you ever made looove to a real hitta 😜,1
all set for a winter beach day 😂happy birthday davy 😜 i think i block a weird nigga once a day now 😕damn we had that game won 😡della reese has always reminded me of my great grandma 😕 better than your suggestion 😜arxdriguez lmao your only rican if your hair got snatched and was kneeling on rice 😭 lmao then other so called on… i vote for paramsingh and harshitagaur for asjadnazirsexylist2017 ❤ 8paramsingh ❤,1
ow thank you for the help 😎,1
what will be a masterpiece your video or the potential emmerdale cameo 😜 if its the first then i ca…,1
😜 i think the blueberry shots were in our favor,1
i liked what i played of this with my wife slides under computer desk to avoid all the hate from the haters 😜,1
has only judy started and i already know who i want to win 😜 the legendary chelsealegend 😁⚽️🔵⚪️🌴🐍🕷🦎,1
i’ve been sleeping all day and i’m still tired pero anoche lol 😜,1
bitch you the goat 😜 play with his dick in front of his bitch,1
are you shite watching the simpsons - youre learning little mix routines whilst everyones out 😜,1
ladypi bridge i think thats rightmakes more sense too 😂 itll cost a fight with me 😡 oh man fantastic breakout was my first thought with 280 chars but you beat me to it 😜about to be bundle up at my other job tonight cause it’s freezing outside tonight i’m tweeting random shit cause i’m bored at work lol 😂 cbs needs to fire this sexual assaulter 😡 thats pure gold 😜 what size you wear again cause you making me wanna shop with you 😂 im sorry to disappoint 😕267mir facts he look bout 30 trying to play college ball again 😂2x for ya 😜 we missed you at the party 😕eye pencil fell out of my purse amp is long gone dammit 😡one of britain’s premier referees making mistakes yet again good ole lee mason 😡😂😂he mad asf 😡 just got all this food now i’m sleepy 😕 i know it’s finna taste weird when i wake upi hate having such bad trust issues due to my last relationship 😕i ❤ touched by an angel 😭 lets deport him 😡bkirkland3 me the past week 😭 thanks for the follow speaking of sports amp manning up a denver broncos player cried after elway yelled at team smdh 😜 you need to do something with the is 😡why cant i get hearts for uploading images on kpop star im annoyed give me my damn hearts 😡4hoovesphysio 😂😂 ive got to get there first 😂i just realized i won’t be able to eat hot dogs or chilli 😕 it’s my fav 😭bout that action 😜 2017 has really not been my year i hope 2018 will be good to me 😕 i don’t wanna watch the game in spanish turn it off 😡freecyntoiabrown poor poor girl,1
lolz 😜,1
yeah but difference is i actually adventure with mine 😜,1
imma steal yalls turkey 😜,1
mtvextradose lol arshi stuck on the same thing mere sai bol raha hai stay away stay away 😜 she is unhappy with it…,1
my birthday in 12 days 😜,1
haha thank you i’ll try not to 😜,1
a beautiful confusion 😜,1
here go some snaps 😜,1
asksam have you kept or stolen anything from the set 😜,1
a third voice from the first person or the second person 😜,1
currently 😜,1
wtf he doesnt need any hooking up shit hook me up dray 😜,1
i play wit his balls 🏀🏈 i should try out for sports 😜,1
i just died of a sugar overdose looking at that 😜,1
manhell getting schooled 😜 supercorp is untouchable bitches🙌🏽1fattrick 😂 this what you doing huh making it a movement💀😂50megatonfbomb 😂 that’s a good thing1unoc i️ can’t stand you 😂i’ve been cleaning my ass off all day and now i’m exhausted as fuck 😕270 really sucks leaving rockville/gaithersburg,1
news 2018 superstock champion as well then 😜 good luck buddy prideoflincolnshire,1
almost jizzed my pants when the villain reraised my river check/raise 😂seriously 😡 days off sleeping in until late then regretting it because i have shit to do 😕 check my dms pls 😕 its truly unbelievable 😕1unoc facts 😂 everything 1k dis way 💯 love the train pic 😜at least 7 more years 😭 all the little details about bts at the amas that i’ve seen today are so amazing 😭 these guys are the most beautifu… 16 i call babysitting again 😜 you gotta cosplay her so you can be super sassy 😂happy birthday anna 😜 i love you 💙 😑 little mama and i just spent 25 hours in the crazy 😜 grocery store well we made it out alive and managed to 0hs0juicy mmmhmmm lmao don’t get thrown aboard bitches 😂 what’s wrong with tap water what a waste of resources 😡i love adam and brians chemistry theyre just the best 😍 👑 🎸 ❤ dreamteam 7 o’clock need to hurry up 😡100 they should have put all of a league of their own in ima celeb watching jamie freddie jack and james on there would be the one 😂i reckon for raw tonight potentially a rematch between jason jordan vs bray wyatt 😕 raw2 imbecilesshould be interesting 😂 crane hey darla [seriously] no wonder why you dont follow sienna 😕,1
kaitlinmccann hooters has better bonelessjust sayin 😜,1
do you like these pants 😜 🍑 snapchat booty xxx,1
are y’all ready for the amas 😍 guess who’s first pink amp kelly 😜,1
i didnt realise the guy from stranger things is joe dirts mom 😜,1
pulis to leicester hey gary 😜,1
1 😂 and im over here struggling trying to get my brother a motorolaz10 that’s my mom’s restaurant in san bernardo 😂 laredo soooo you not gone teach me 😕all his fat ass wanna do is eat man 😂 i hope he really don’t be fat though i’m trynna be laid up 😕 oh my god i️ would cry 😭mans all 3 not really his fault 😕5 lab reports in 1 night 😂 gotta lay off them mac n cheese egg rolls boo 😜amp she having a boy 😭 ur meant to support the ban 😡im a brooklyn baby 😜 me too i need the new eps now 😭mark 😂 i like the fact it needed the original image,1
lmaooo giants has my vote 😜,1
if y’all think i’m annoying and cocky now just wait until i’m skinny and in shape again 😜,1
by the end of this month i will have gotten 4 tattoos blessed 😜,1
left or right 😜,1
good night lindsey 😕 i love you my dream♡ miss youbitch in the back hating on the queen 😭 lol in the interest of fairness we need another one of these with the roles reversed 😜 biscuitbutt,1
this hurts my brain 😜,1
awww why not 😜,1
hey leave wham out of this 😜,1
😜 hes the cutest,1
what a beautiful ass 😋 and your little sister 😜 and too c…,1
imaceleb lots of love to jack who i voted for 5 times 😜,1
hannahnew as louisa and rupertpenryjones as quinlan in thestrain ❤had an amazing day yesterday with my wife 😜 helping the basketbrigade collect and distribute over the music isn’t playing in the game on my iphone 5s 😕 not sure why it’s on in the settingsi got the blue bag which was awesome but i have too many mascaras 😕 its 95 percent water 😭i just want to be able to create my own schedule ampamp control how i spend my days 😕almost started crying last night because i was so happy to see my friends 😂 something i dont have 😕pokemon ultra triggered 😡 all my niggas really be ready to take niggas jaws off at any time 😂76ers my new 2nd favorite team only bc of him 😂 1 more hour let me try to stay up 😂hate this game 1 out of 10 😡 cuphead co-op gameplay part 4 via and u can’t find that nasty everyone uses the bathroom 😭 u asked what i was doing and i told you 🤷🏾‍♀️ 😕 you can’t even open the bottle no one around to helpi wanna make some damn beats 😡long as my bitches love me 😜got asked if i wanted to become a supervisor here but tbh i can’t leave the hours and pay non stop 😕bitches really dumb over dick lmaoooooo that’s sad 😭 i could never ewk😂btsxamas amas twt bts guys you are doing amazing ❤ i cant wait to see you perform,1
😲😰 i got shook for a bit 😜,1
caffeine is a streamer site my dude 😜,1
it was about that time to go back to my dark hair 😜,1
american horror story nurse bronagh 😜 but you do take good care of your mum 👍🏻,1
ilovestretchypantsbecause it’s thanksgiving week 😜,1
hellz yea 😜,1
humz z7 except we dont because you never went 😜,1
abrighterdawn no way hun 😜 goodnight dawn 💋💋,1
i could never 😜,1
hey this made me think of your joke of the day 😜 enjoy,1
and im a chick i guess thats supposed 2b a insult 😜 oh well rather be that than the sad little person who spend…,1
kodak is coming to the bjcc on my bday who wants to go 😜,1
learning rust reminded of these cute names for programming symbols that baffle newcomers 😕all i attract is hoes this shit aggravating gee 😂72kyle who is it am blocked 😂amir you’re a pro boxer you shouldn’t fear anything 😭 imacelebi have a 5 page essay and program protocol due this wednesday it’s my first week back 😕 first thing i thought when i saw these pics was i know he’s slanging od 😭bitchhhh dont test me 😭 leave my mother alone 😡 ask us questions 😜 pack i don’t like chocolate though 😕 nobody asked you abigail 😂guessing mayweather said nah 😕 i’m sure it will easily fit a handful of stickers 😜 but then he files his hurt feelings report with twitter that they didn’t kneel at his feet and thank him 😡 can… of all the pictures could use for this story 😡 30 min till duty starts but im still waiting haha 😭im pissed the barber cut my burns 😡all the rehab jokes 😂 imaceleb waitwicker shoes dont have heels 😜dang it was like the charlie brown christmas tree what grinch would take down coneweed 😕 finnane hammer you mean the war of northern aggression 😜 lt 😡 isis coward / daesh terror propaganda pls suspend rapidly … i really want a piercing and a tattoo 😕 but i don’t want to grow up ❤️ they really think were stupid 😡7hrs of sleep 🙃 first time to on a weekday ah 😂 theyre not even good 😕fai i want u to be my gym partner sooo bad 😕 seb5 i bet its irish 😜 i understand irish,1
always laughing 😜,1
break a leg tonight not your ribs 😜 dwts25 lindseystirling teamstark,1
pretty much how we feel right now 😜 shes beautiful,1
yummy but still think you look better without 😜,1
thats smells better olly 😜 amp youve got plenty of warm snuggly fleece coats to keep you warm bud 😉🐾🐾,1
my birthday is in 2 days omg 😜,1
live again making the sim house from hell 😜 thanks jake i have birthday cake ready for our fellow season ticket holders in trent end 😜 i just sent this to my dad 😂acem17 always great to start with a joke pocus 😂 missing someone is the worst and the best thing ever 😭amir khan is actually making me laugh out loud and cringe at the same time 😭im not understanding 😕 i liked a video issa quickie feat dmn argus 😡 says the mean girl 😜 hopefully jack maynard will come out after 😜kendaluk i think thats my favourite photo of you miss 😘i liked a video simulacra ending saving anna but is this the good end 😱 - sara is missing1300 a month will get you a studio apartment in the worst parts of cali 😂 all those folks who said they were struggling to pay their rent at uni i see you on that fancy holiday 🐍🐍🐍🤑 😂 whats inappropriate i cant see it 😂2000maulding i know 😂 i’m hot af but i just like attention 😂😂😂😂😂😂😂😂 love you ❤️don’t kill me but something like the “perm” number would’ve showed off the essence of frankie better imo 😕 dwts2dansin i used to fuckin love him 😂 hes an iconf3333s lt 😡 isis coward / daesh terror propaganda pls suspend rapidly … i’m leaving tomorrow 😭 my mom used to walk in on me having sex and casualy sit at the end of the bed and start a conversation my boyfriends face 😂1innnamil don’t get caught slipping out here pimp 😂 o i dont pay much attention to directions 😕 are you joining the herts illustration twitter breakdown crew because it looks like you are 😜 now i have to change everything 😡 lol i can onlu give it up once i find that special lady 😎 thank you finally growing up and getting a big boy job 😂 rwchat write or die scares the bejesus out of me 😜i wanna go on a taco bell date rn 😕 i am so sorry 😕2muchlexis 😂😂😂 bihhhhhh stop it he just texted me amp told me he don’t want u baby 😭305chele when adds cardio to the workout 😂4 weeks in 1/2 a stone down 🙌🏽 tough session tonight though never tell your pt you had a dominoes friday night 😂amp probably was talking all nasty before that 😭 see now why you playing as a fat boy i was looking for actual cake 😡i’m sad about kate’s last scene with luke 😕all i want in life is to go to 12days giveaway or any one of her shows in general why must it be impossible to get tickets 😭jay z delayed for some reason 😡cindy can really live it up now 700 a yr take a vacation cindy or remodel your kitchen congrats 😕 rkessler i think im going to go practice in a minute here 😜i hate that all shimmer palettes are the trend rn i cant do anything with just that 😕gotta work that night but best believe ima have bout 6 to go plates 😜i am screetching at the screen 😡 bufvslac leddy ooh er not sure about that🤔 go through a shed load of rennies though 😜i’m actually really disappointed with how much i’ve played destiny 2 it’s just not fun to me though 😕 its like me me me me with her and she sounds annoying 😂11aimzy i didnt say i wasnt 😭 i’ll blow the campus up i don’t play with demons 😂3amshadows say something or just stand in front of them 😡heard the same shit about june 😡 what is this man doing dude has no business coaching if he can’t conduct himself better than this 😡 all it took was for karlesa to get a nigga to leave me alone ion hear from her mbn 😂 imma miss the aggravation tho3 carries for 5 yards let somebody that impacted the game talk that junk 😂 twt theyre so humble 😭 i love my babies trying to encroach on the bundesliga 2 monday night game you better back off 😡110 sure i have strep 😭i say mean things all the time tbh 😕 especially the media 😜i’m tired of seeing these bomb ass shoes on social media and i go to nike id amp can’t make them 😡 how tf y’all getting them hoes help me tfabout to pick my baby up from school i almost forgot about him 😂asking pike to buy me nikes but he won’t because “adidas is poppin” stfu and give me a coin 😭 girrrrrrrl turnup since thursday 😂guess the glass and plastic salad isnt popular 😜 4yearsaslave i️ know all yours plus your hulu info amp i️ have yo money let’s not try each other 😂i want a puppy so i won’t always feel alone 😕missing this bunch 😯 gxddess lol love this 😕tloyd cross your fingers with me coach 😜 heart amp mind all over the place 😕jamie foxx vibin to shawn mendes 😜 amas 😜 hell yea we about to be lit asf✊🏾 i found this out the last time i watched it 😕35 days till christmas 😳 - where has this year gone it’s the season to be jolly,1
come pick me up so i can come watch cable with you 😜,1
bish lets link up and smoke before we go 😜,1
01reim reeeiiiii tell me something about mamd too 😜,1
yeah how about you check out the last jedi while you’re at it 😜,1
yo soy jaguars and chicken nugget for you bebe 😜,1
i quite like posting these little covers 😜 done please rt amp fav back 🙏 this one ends tomorrow 😭 all this old tweets on my tl from people optimistic about this game are just cruel twitter 😭 always thought of them as the nasty party i rest my case 😡 ohh sweetie thanks boo❤️❤️ im so old 😭 iferrell just in case thank you in advance 😭 happy birthday and god bless you 💙i rock his shirts cause they look better on me 😜 i am having some major issues with sleep paralysis can someone please help 😕i really miss my mom rn 😕 its not easy being an abroad student n always far away from parents,1
im fine as fuck amp im ten toes down at all times fuck around and let me go if you want 😜,1
goner voltaire not the only thing about dea that’s huge 😜,1
its almost like god knew what he was doing with our genes 😜 lesson learned,1
just throwing it out there 😜,1
follow my new twitter 😜,1
these slippers too 😜,1
roenick you are officially crazy 😜,1
do you guys wanna know my fan account for which dolan twin i have would u follow me 😜,1
just eating pizza 😜,1
comment if you know another one 😜,1
egg nogwith rumone of my favourite christmas drinks 😜,1
excellent professionals and it showed special kudos to your wife for putting up with you 😜,1
if you a lame that’s a shame you can’t hang with us 😜,1
at least he wasn’t doing it in front of her salad 😜,1
hello ill take another linebacker whos in trouble please 😜,1
my bitch bad and i’ll be glad to eat that pussy 😜,1
last night was wild 😜 newark sotw janfam,1
if he was murdered where is the real kizer 😜,1
thats a man baby austin powers will tell you 😜,1
5bobbyarmstrong coney was describing trump in that quote 😜,1
hehehe love you mckenna 😜,1
sigma we all know aaron loves his toast 😜,1
ken pd thats calm ryan g 😜,1
she was awesome and she really would have slapped me 😜,1
two peas in a pod too funny 😜 daddygate corrie,1
liquor store was closed 😜,1
practice makes perfect ali 😜,1
double shift mondays always drive me 😜,1
headless pigeon yeah took a picture smh me 😜,1
i know what wants for christmas this year 😜,1
big brothers are the best but they can also be crazy annoying 😜,1
bet you won’t 😜,1
dej still got the shmoney 😜,1
you’re my finger food 😜,1
haha unfortunately it’s all been devoured next time 😜,1
love me some red heads hehe 😜,1
😂😂 im playing for fun but at least play by the rules 😜,1
im tryna wear my mans name round my neck 😜,1
wasnt all english football in the 80s robboball 😜,1
i just used the diabetes i had fmla for it 😜,1
then don’t make it 😜,1
i just wanna drown in that pussy and dough 😜,1
as well all would 😜,1
great quality picture and the man in the picture doesn’t look bad 😜,1
amir faces his fears then runs away imaceleb imacelebrity 😜,1
i should really go back to black 😜,1
i love a dude that can satisfy the freak in me 😜,1
imaceleb2017 thatd be me finished being locked in 😜,1
we should plan something for the summer coming up 😜,1
moodbecause its holiday season 😜 charlotte north carolina,1
well if you insist 😜,1
glad you had a great trip even if its shitty start 🙊🍣🙅🏼hope carl calls you back 😜 safe flight…,1
sirine starz 😱😱😱 this sentence is too violent to my eyes 😜,1
yesyou must have given them some talking to 😜 thank you immensely for your thoughts prayers advi…,1
always iced 😜 starbucks coconutmilk mocha latte,1
im unhealthy for you baby ill fuck yo world up 😜,1
couldve realized that when you brought it to class 😜,1
twt really had fun in this interview thank u ❤i will never get my hw done if im on my phone tbh i wish my phone would die so i can just concentrate on my work 😕having some toto vibes as i’ve finished work for the night 😜 gotta love these songs toto … am i the only one who thinks this is wrong 😕 bitch i️ need to change my life but somehow i️ ain’t got none 😭 i dropped my phone myself bro 😕 all me pals poping kids getting married ect i cant hold a girl for 6 months 😂people are reeeeaaaallllly testing my patience today 😡3 its too much going on 😭as if my fishes have had babies 😭5secsofmusic girl 😂 clueless i tweeted a tbt today 😕 because i never,1
i want seahawks to win tonight so i can win my pool fan at heart blueblood 😜,1
i dont think you should go the marathon route yet you are a bit fragile for super high mileage 😜amas i think my edges are gon bts why 😭 btsxamas yes and i love thanksgiving i’d like to get to enjoying it 😜 this is bs 😡xcx same i used to confused them both 😂7u7 nam😍💖💖💖💖 amas i cant with namjoon 😭i remember everything i say and talk about that shit crazy 😜502colin haha different kind of talks 😂i️ wish i️ had a twin 😕 7ur7l361rl 4n6woman 😍 sooo cute thanks,1
but of course i hope you go 1-1 tomorrow night 😜 stay healthy and have an awesome season,1
hey maybe this power outage will work to our advantage 😜,1
i love when the main stream media and rinos go crazy 😜 over trumps tweets over the weekend they will have a terrib…,1
i just stopped using it in my mac and cheese im fancy now 😜,1
🙊jamie lomas is my type on paper 😜 imacelebrity 🐸🐛🐜🕷🦎🦂🐍,1
he play too much 😜,1
ill be 21 in exactly 1 month 😁😁😁 12/20/1996 😜,1
been missing my dice buddy 😜,1
amazing how some people get 500 likes in 10 seconds 😜,1
😛😂😘- ari 😭 bruh we been close since 9th grade 🤞🏽 ya funny and cool 😎 can’t wait to be at ya games 💪🏽,1
w1979 vote lib dem then innit 😜,1
